content,rating,sistem,layanan,transaksi,pendaftaran subsidi,kebermanfaatan
Pengalaman pertama sangat memuaskan dal menggunakan aplikasi MyPertamina untuk pengisian BBM kendaraan. Mungkin kedepannya bisa dihubungkan dengan aplikasi pembayaran lainnya selain LinkAja sehingga bisa menjangkau pengguna lebih luas.,5,0,0,1,0,1
"Aplikasinya bagus dan sangat membantu banget. Cara pakainya juga mudah, membantu banget buat pembayaran digital. Jadi gak perlu khawatir kalo ga bawah uang cash. Pokonya aplikasinya bagusss",5,1,0,1,0,1
"Baru pakai aplikasi bagus. Memang masih banyak yang perlu ditingkatkan. Tapi saya apresiasi inisiasi untuk digitalisasi dari pertamina ini. Sayangnya, selain aplikasi yang memang harus sudah perfect dari awal, harus didukung juga kualitas jaringan dan tentunya sdm nya juga untuk benar2 mensukseskan program digitalisasi ini. Semangat terus buat programmernya, semangat juga pertamina menuju Indonesia Maju",5,1,0,0,0,0
"Mantapp dahh semuanya serba Teknologi digital. Sukses terus untuk pertamina. tapi yang saya bingung, pembayarannya scen barcode langsung yg tersedia sama kasir saat pengisian BBN apa gmna Y?yang saya tau . Bukan kah saat pengisian BBM peraturannya Matikan HANDPHONE anda?? Trus bagaimana cara bertransaksinya?",5,0,0,0,0,0
"Aplikasinya cukup membantu untuk membeli BBM, lumayan juga dapet rewardnya. Semoga fitur2nya bisa terus beekembang lebih baik lagi.",5,1,0,1,0,1
"Ini aplikasi emang keren sih , aplikasi buatan anak bangsa yg bikin transaksi jadi lebih mudah , ga perlu bawa bawa uang cash tinggal transfer aja beres apalagi di jaman pandemi spt ini sangat bagus buat meminimalisir kontak dgn orang lain & bagusnya lagi bisa dpt poin tiap transaksi nya 🤩 suka banget sama aplikasi ini ❤️",5,0,0,1,0,0
"Aplikasi yang keren banget lah, jadi serba mudah. Cara pakainya juga simple, fitur yang lengkap. Salut sama aplikasi anak bangsa",5,1,0,0,0,0
Permisi mohon maaf ..saya mohon keteranganya perihal kode pin .. Di saat saya sudah riset pin baru ..kenapa kode konfirmasi pin nya ada huruf ..sedangkan di bagian kolom masukan pin tidak ada huruf hanya tercantum bagian angka saja.. Dan saya tidak bisa login di aplikasi my pertamina .. Mohon penjelasanya ..terima kasih,5,-1,0,0,0,0
"Aplikasi baik untuk kedepannya. Bbrp hal yg perlu diperbaiki masalh bug, lemot dan upload data yg lamban. Kedepan aplikasi ini mengurangi antrian pembelian BBM subsidi dengan mobil dengan tangki modifikasi dan derigen. Diharapkan ada menu pengaduan bagi spbu yg nakal yg masih melayani pembelian dengan derigen.",5,-1,0,0,0,0
"Sebenarnya konsep aplikasi udah bagus. Isi bbm jadi mudah dan juga subsidi bbm jadi terkontrol. Tapi ya gimana, warga Indonesia sekarang kan didominasi bocil puber yang bahkan sy yakin mereka gak buka aplikasi ini tp cuma lempar bintang 1 biar ikut hype. Buat pertamina,update terus aplikasinya. Sy yakin tahun depan pasti banyak yg pakai aplikasi ini dan mrk yg kasi rate jelek akan malu.",5,1,0,0,0,0
"Pembayaran jadi lebih mudah dan pas. Pegawai juga g bingung cari receh buat kembalian. Apalagi saat pengisian full, dengan nominal tertentu. Tertakar juga dalam pembelian /bln.",5,0,0,1,0,0
"Yang bilang apk nya belum sepenuhnya jadi, ini udah lebih dari 3 tahun dan kalian yang baru kesini itu gara-gara banyak yang masuk jadi kemungkinan server penuh, dan yang kek bocil cuma bisa spam bintang 1 pake otak sedikit, ini aplikasi dah lama bukan pemain kemarin sore kek kalian dan kalo ada berita baca jangan cuma bilang ribet doang, kalo mau salahkan ya kebijakannya jangan aplikasinya",5,0,0,0,0,0
Segala gratis enak banget semua fasilitas kesehatan dan dapat bingkisan juga.. pelayanannya sangat ramah.. 🥰🥰🥰,5,0,1,0,0,0
"Sejauh ini lancar lancar saja dalam melakukan upload struk pembelian. Setelah perbaikan tambah cepat verifikasi struk, lgsung dapat poinnya.",5,1,0,1,0,0
"Sip lah semuanya, bagus aplikasinya tampilannya juga oke",5,1,0,0,0,0
"Keren banget!!! Banyak cash backnya, banyak diskon, kalo kita lagi kehabisan bensin pun gaperlu datang ke pom bensin. Terima kasih banget yang udah rekomendasi aplikasi ini. Semenjak ada aplikasi ini, saya tidak pernah kehabisan bensin. Akan ada petugas yang mendatangi jika bensin mau mendekati habis. Recomended sekali",5,0,0,1,0,0
daftar subsidi sulit ya?,5,0,0,0,-1,0
Ku kira aplikasi my Pertamina cuma ada di kota2 besar aja .. ternyata di pedalaman seperti daerah ku juga ada loh .. mantap ni aplikasi bikin semuanya jadi lebih mudah .,5,1,0,0,0,1
"Aplikasi yg bermanfaat, tp lebih mantabz jika semua POM BBM sudah bisa pakai aplikasi ini dan tidak ada keluhan tidak ada sinyal.",5,0,0,0,0,1
"ok, mohon banyak ditingkatkan dalam scan struk, byk tidak bisa terbaca struk, apalagi pembelian Pertamax, rugi di konsumen krn struk tdk terbaca.",5,0,0,-1,0,0
menurut saya aplikasinya bagus aja ya cuman dari segi pribadi dan pengalaman ketika mengisi bensin lebih baik dan enak dan efisien menggunakan uang cash/tunai dikarenakan ga ribet dan ga nyusahin operatornya dan gabikin alama antrian,5,1,0,0,0,0
gak bisa di update,5,-1,0,0,0,0
"dengan adanya aplikasi mypertamina ini tentunya memudahkan masyarakat dalam melakukan pembayaran saat membeli BBM, dapat cashback juga di ewallet yang bisa digunakan untuk pembelian selanjutnya. dapat poin juga yang bisa ditukarkan dengan hadiah lain. namun masih banyak SPBU yang belum menerapkan sistem pembayaran melalui mypertamina ini. mohon untuk kedepannya agar disamaratakan disemua SPBU untuk menerapkan mypertamina ini.",5,0,0,1,0,0
"stnk tidak bisa di upload , daftarnya susah",5,0,0,0,-1,0
"Bismillahirrohmanirrohiiim... Sempat saya hapus karena kmren sudah masuk aplikasinya,skrg saya install lagi semoga aja dapat hadiahnya,tetap bintang lima berharap keajaiban bisa menang.",5,1,0,0,0,0
"Aplikasi bagus, tapi semua spbu yang ada diwilayah kec. Talaga kabupaten majalengka jawa barat tidak mau menerima pembayaran melalui aplikasi mypertamina,,, mohon ditindak lanjuti,,, padahal alatnya ada,",5,1,0,-1,0,0
Mantab..!! Pertamina selalu memperbaiki diri dengan cepat.Terbuka untuk kritik publik. Aplikasi My Pertamina sekarang lancar untuk scan struk bbk dan tanpa ribet.,5,1,0,1,0,0
"kepada admin tolong di kondisikan karena banyak sekali bug dan padahal sinyal saya bagus tapi kenapa nge lag, saya akhirnya tidak bisa pick Hero karena bug sinyal itu",5,-1,0,0,0,0
"Sudah pakai mypertamina lumayan lama, aplikasinya enak, mudah digunakan. Selain itu cocok banget sama saya yang udah terbiasa bayar dengan sistem cashless. Jadi bayarnya bisa pas sampai ke pecahan kecil. Di aplikasi mypertamina bisa bayar pakai link aja. Mantap banget lah pokoknya. Tingkatkan terus.",5,1,0,1,0,1
"SEMANGAAAT MY PERTAMINAAA, trus berkembaang ya🥳. Bisa yok bisa. Udh banyak yg make sistem aplikasi d beberapa tmpt tertentu contoh nya bpjs kesehatan(jkn mobil) Bpjs ketenagakerjaan(jmo mobile) dan saya pribadi merasa sangat terbantu dgn kemudahan yg d berikan jdi segala nya bisa lewat hp aj",5,0,0,0,0,1
mohon di adakan fitur ganti no HP agar lebih mudah dan tidak double kepemilikan dan harap intergrasikan ke aplikasi ovo untuk mempermudah pembayaran dan top up sehingga dana nya dapat di gunakan di macam2 outlet,5,0,0,1,0,0
pembayaran menggukan link berhasi dan cepat makasih pertamina jadi mudah jika tdk ada uang tunai,5,0,0,1,0,0
"Sebenarnya aplikasinya sangat bagus banyak eventnya dan potongan harga dan dikota saya di malang semua SPBU sudah bisa menggunakan aplikasi ini, jika ada SPBU yang menolak mungkn Management SPBU yg prlu d prtanyakan karena SPBU rata2 dimiliki oleh perorangan dan management dari setiap perorangan beda2",5,1,0,0,0,0
"Sejauh ini bagus yaa bisa ngumpulin poin tiap transaksi di pertamina dan bisa dituker macem2. Semoga program delivery service nya bisa support di kota Semarang juga ya mau nyobain juga jangan di Jakarta aja dong, sukses terus dan ditingkatkan fitur2nya😊😊",5,1,0,1,0,0
Dilayani dengan bagus dan maksimal,5,0,1,0,0,0
untuk daftar agak sulit,5,0,0,0,-1,0
Cara daftar nya. Paswod agak sulit,5,-1,0,0,0,0
Sangat sulit daftar nya,5,0,0,0,-1,0
tidak bisa daftar subsidi,5,0,0,0,-1,0
"Tiap mau dipake buat bayar, errors mulu",5,-1,0,0,0,0
pendaftaraan kok lama ya capek nunggunya,5,0,0,0,-1,0
"Mempermudah pelayanan , sangat baik",5,0,1,0,0,0
"mendaftar juga cepat tidak ribe, verifikasinya juga cuma butuh 2 hari",5,0,0,0,1,0
"Sangat bermanfaat bagi konsumen pemula, pokoknya joooooooooooossss........",5,0,0,0,0,1
Kenapa skrg beli bahan bakar solar hrs pakai aplikasi my pertamina........???Kalau ga susah daftarnya ga masalah..........,5,0,0,0,-1,0
"Pendaftaran subsidi bbm sangat mudah dan lancar, kami mengalami kesulitan dalam membeli bbm pertalit di wilayah kami dan kami membutuhkan itu untuk kelancaran dalam kegiatan sehari hari, mohon untuk segera memberikan verifikasi kepada saya, terimakasih atas perhatian dan kerja samanya, 🙏🙏",5,0,0,0,1,0
Sudah masuk aplikasi tapi masuk loginnya sudah,5,-1,0,0,0,0
pendaftaraannya mudah si tidak ribet,5,0,0,0,1,0
"Aplikasinya bagus, namun ada beberapa kendala di lapangannya...mudah-mudahan bisa ditingkatkan lagi kedepannya agar lebih efektif.",5,1,0,0,0,0
sangat membantu dimasa pandemi ini,5,0,0,0,0,1
aplikasi Lancar dan cepat,5,1,0,0,0,0
bagus aplikasinya simpel,5,1,0,0,0,0
memudahkan pembayaran,5,0,0,1,0,0
tampilannya bagus dan menarik tingkatkan,5,1,0,0,0,0
"Gak bisa login ke aplikasi, gimana mau dipakai buat beli BBM?",5,-1,0,0,0,0
Selama ini berjalan dengan baik dan lancar,5,1,0,0,0,0
sangat membantu terutamai memudahkan pembayaran link,5,0,0,1,0,1
"Awal Dengar Slintangan Slintungun...Ribet Susah Harus ini itu...!!! Terpaksa Harus instal Juga, Ternyata Terlalu Mudah Cara Pendaftaranya & pndftrn Aplikasi LinkAja jg mudah banget. isi saldo dr mbank jg mudah banget. UNTUNG TIDAK ikut2an SEUDZON..!!!",5,0,0,0,1,0
"Love this app 😍, promonya banyakk plus top up nya juga gampang bgt sist klo blm tau cara penggunaan nya tenang aja di awal dpt tutorial dr aplikasinya guyss. Pokokna memudahkan bgt deh ga boong",5,0,0,1,0,0
"Aplikasi nya sangat memudahkan pengguna pertamina,aplikasi pembayaran digital ini memang sangat berguna dimasa yang serba digital.Aplikasinya bagus dan mudah dipakai jaya selalu pertamina",5,0,0,1,0,1
"Aplikasi ini sangat bagus dan membantu sekali. Cara bayar nya juga mudah banget jadinya ga perlu ribet"" bawa uang cash ratusan ribu. Di aplikasi ini, tinggal transfer dan selesaii gaperlu nunggu uang kembalian hehe. Top banget",5,1,0,1,0,1
"Hei guys,, aku mau kasih tau kalau apk ini bukan sekedar apk biasa. Aplikasi ini bisa kasih tau tempat2 isi bensin terdekat. Jadi kita gk perlu bingung2. Selain itu bnyk bangetttt bonusnya. Buruan download:)))) Dijamin topppp kayak makan odading jadi ironman",5,1,0,0,0,0
Aplikasi yg bagus buat tambah2 poin saat isi dipertamina bisa dtukar dan banyak info info yg menarik diaplikasi semangat terus pertamina lebih bagus lagi aplksinya ditingkatkan lagi ya,5,1,0,1,0,0
"Aplikasi cukup bagus,cuma akan lebih praktis bila setiap ingin menambah point cukup mengaploud foto bukti pembelian, tanpa hrs aploud ktp foto selfi, trm kasih",5,1,0,0,0,0
Daftar aja susah.. Bagaimana bisa pertamina membuat syarat beli pertalite dgn aplikasi ini? Sebaiknya aplikasinya diperbaiki dulu kalau benar2 sudah siap baru jadi syarat pembelian pertalite untuk mobil. Mohon segera diperbaiki agar tidak ada kendala saat aplikasi ini jadi syarat utama pembelian pertalite untuk mobil. Thanks saya tetap mengapresiasi dgn bintang 5 karena membuat aplikasi memang tdk mudah 👍,5,0,0,0,-1,0
"Aplikasi My pertamina sangat bagus sekali, saya sarankan bagi semua orang, yang suka ngisi besin kendaraan anda, pakai aplikasi MY PERTAMINA sangat banyak keuntungannya.",5,1,0,0,0,0
"Mantap ini aplikasi top deh, sudah banyak yang dapat hadiah undianya, smoga saya dapat giliran. pertahankan dan tingkatkan program nya...",5,1,0,0,0,0
daftar subsidi sulit,5,0,0,0,-1,0
"Waooow aplikasi nya sangat membantu dalam bertransaksi dan mendapatkan point juga, pembayaran yg dilakukan menjadi lebih mudah dan praktis. Ayo download aplikasi ini sekarang",5,0,0,1,0,1
bagus aplikasinya tampilannya bagus fitur bagus semua bagus pokoke,5,1,0,0,0,0
"bermanfaat sekali, memudahkan pembayaran nontunai",5,0,0,1,0,1
bagus cuma klo mo poto printnya suka gak kebaca kita di suruh manual eee notanya gak di terima dengan alasan tidak terbaca atau kabur.... semoga lekas di perbaiki pirantinya ya...,5,-1,0,0,0,0
daftarnya lama,5,0,0,0,-1,0
"Aplikasi ini bagus, sangat membantu. Semoga tujuan aplikasi ini bener-bener bisa dimanfaatkan dengan baik. Semakin berkembang dan bisa lebih dioptimalkan agar BBM benar2 bisa dinikmati semua kalangan.",5,1,0,0,0,1
cashback banyak bagus jadi enak transaksi,5,0,0,1,0,0
dear pertamina.. semenjak d upgrade tdk bs upload struk bbm.. servernya tdk conect.. coba d perbaiki... sdh saya coba cacheny d hapus dan d reset msh tdk bs d upload.. apakah ada solusiny.. hari ini 11 maret sdh bs upload strukny.. thanks atas solusiny.,5,-1,0,-1,0,0
"Ratingnya jelek bgt, pdhal saya coba ngga ada kendala sama sekali. Verifikasi KTP dan kendaraan mudah, menautkan akun LinkAja ngga ada masalah, kode OTP juga cepat masuk",5,1,0,1,1,0
"Asli mantapp banget MyPertamina. Ini tuh mempermudah aku saat bertransaksi. Aplikasinya sangat mudah diakses. Banyak banget keuntungan yang bisa didapet dari aplikasi ini, seperti point yang bisa ditukar dengan macem macem reward. Mantap banget pokonya aplikasi MyPertamina!!",5,0,0,1,0,0
"aplikasi apaan ini gak bisa di gunakan,, daftar masukin kode otp tapi error mulu,, tolong dong kalo mau direkomendasiin apliaksinya yg beenr pnerapan sistemnya, apa perlu saya posting di sosmed screenshotnya kalo error mulu... tolong di perhatikan... terima kasih saya kasih bintang 5 karena buruknya kinerja orang IT pertamina",5,-1,0,0,0,0
daftar subsidi ribet dan sulit tolong diperbaiki untuk pendaftaraanya,5,0,0,0,1,0
Aplikasi yg manfaat buat monitor penggunaan BBM tiap bulan. Semoga voucer uangnya selalu ada,5,0,0,0,0,1
mempermudah transaksi bbm ,5,0,0,1,0,0
tidak bisa upload stnk gimana ni jadi tidak bisa daftar,5,0,0,0,1,0
sangat  membantu aplikasinya,5,0,0,0,0,1
cukup mudah mendaftar subsidinya,5,0,0,0,1,0
sinyak jelek tidak bisa login,5,-1,0,0,0,0
sistem sangat bagus terus ditingkatkan lagi,5,1,0,0,0,0
cukup memudahkan transaksi dengan link,5,0,0,0,1,0
pelayanan ramah dan bagus ,5,0,1,0,0,0
Aplikasi nya sangat membantu karena bisa lebih detail posisi pombensin didepan.. Sehingga tidak khawatir kehabisan bensin,5,0,0,0,0,1
"Bermanfaat banget, apalagi klo pas ga bawa dompet bs lgsg bayar via linkaja. Trus bisa ngumpulin point sama hitung kebutuhan bensin tiap bulannya.",5,0,0,1,0,0
mantap transaksi lebih mudah,5,0,0,1,0,0
"Mempermudah transaksi, apalagi didukung pembayaran via wallet ovo",5,0,0,1,0,0
"Sebuah terobosan baru dari Pertamina untuk menghadapi zaman millenial. Isi bensin praktis, bisa dapat poin dan apabila di hari tertentu ada masa-masa untuk mendapatkan diskon. Isi bensin dapat untung. Ayo segera download aplikasinya sekarang! 👍😊",5,0,0,1,0,0
Semoga menjadi lebih mudah dalam pembelian,5,0,0,1,0,0
daftar sulit tolong dipermudah,5,0,0,0,-1,0
Maaf agak susah loading aplikasi,5,-1,0,0,0,0
Sangat membantu sekali,5,0,0,0,0,1
Aku beri bintang 5 biar bisa lancar,5,1,0,0,0,0
"aplikasi bagus, tampilan menarik sip la pokoknua",5,1,0,0,0,0
Mantap Sangat Membantu,5,0,0,0,0,1
"Aplikasi ini sudah lama muncul dan bekerja sama dengan LinkAja jadi lebih mudah bertransaksi. Makin kesini makin bagus, ngga keluar sendiri lagi. Orang-orang pada nilai bintang 1, padahal aplikasi ini sangat membantu dikala mager ngambil uang di saku. MyPertamina is The Best!!! Ayo pakai aplikasi ini Ngga nyesel ko (Perlu adaptasi cara pakai nya) ☺",5,1,0,1,0,1
"Sangat membantu di saat pendemi, ga perlu uang cash, ada point jg buat di tuker reward. Mantapnya bisa cek lokasi spbu terdekat",5,0,0,0,0,1
"Aplikasi ini sangat membantu untuk pendataan minyak bersubsidi agar tepat sasaran, hanya saja aplikasi ini masih perlu diperbaiki agar userfriendly untuk semua kalangan usia dan masih ada bagian² yang ngebug. Semoga bisa diperbaiki menjadi lebih baik dan dapat bermanfaat bagi masyarakat. (Ewako)",5,-1,0,0,0,1
"Aplikasi ini sangat membantu untuk pembelian bensin, namun sekarang banyak yang baru coba pakai jadi mungkin harus menyesuaikan saja, selama ini baik baik saja karena interfacenya user friendly sekali.",5,1,0,0,0,1
Kalo ngisi bensin knp ga dapet poin??,5,0,0,-1,0,0
Sy dukung pemerintah... apa lagi yg kita harus lakukan sebagai rakyat ..klo bukan mendukung pemerintah .sebagai saran 1. logonya tolong di ganti kelihatan sangat murah dan tidak sesuai dengan pertamina 2.terlalu banyak bug 3.sediakan pembayaran online dan universal/ bisa mengaitkan kesemua akun pay 4.minimal update 1 bulan sekali biar aplikasi terjaga,5,-1,0,0,0,0
"saya belum ada pengalaman tentang aplikasi ini tapi kalau pendapat saya tentang aplikasi ini,aplikasi ini sangat membantu orang yang tidak punya menjadi punya,jadi trimakasih buat aplikasi ini yang selalu membantu,maju trus semoga sukses,Tuhan memberkati",5,0,0,0,0,1
Aplikasi nya bagus tapi tolong banyakin metode pembayar biar mempermudah. Transaksi nya biar...kalo perlu buat chip motor nya bisa di buat di kantor polisi biar bisa mengunakan tunai dan... semagat....JANGAN GUNAIN LINK AJA BAE ITU SULIT KITA GAK PUNYA AKUN NYA YANG SUDAH KE REGISTER!!!!!!,5,1,0,0,0,0
daftarnya sulit belum keterima sebgai subsidi,5,0,0,0,-1,0
tidak bisa login selalu gagal mohon diperbaiki,5,-1,0,0,0,0
"Dengan adanya mypertamina sangat membantu banget buat kalian yang males bawa uang kemana-kemana karena kita bisa bayar melalui aplikasi ini, aplikasi nya juga mudah kok untuk pengaksesannya. Thankyouuu mypertamina udah jadi solusi alternatif buat yang kadang males bawa uang kemana-kemana.",5,0,0,1,0,1
top up mudah dan gampang ,5,0,0,1,0,0
"Untuk top up mudah sekali dan bayar nya gampang. Cuma kok, sy gak terima no PIN nya.. Padahal sudah 1 Minggu saya tunggu no PIN nya",5,0,0,1,0,0
pertalite nya ok dan aplikasinya bagus,5,1,0,0,0,0
Inilah aplikasi terbaru My pertamina untuk memudahkan pembayaran bahan bakar secara praktis dan online yang bisa juga ditingkatkan serta di tambahkan dalam bentuk e-wallet pembayaran selain linkaja tambahkan speed apps untuk kelancaran kebutuhan kita bersama kawan.,5,0,0,1,0,0
"Saya adalah karyawan SPBU, emang sih suka erorr karena jaringan atau kabel LAN nya yang kurang pas, solusinya ya pake hotspot hp sendiri, atau pelanggan",5,-1,0,0,0,0
Pelayanan sangat bagus & akurat,5,0,1,0,0,0
"benar benar aplikasi yang sangat berguna, bermanfaat dan mempermudah kita dalam melakukan transaksi. dan banyak promo serta ada tempat berbagi berkah di mypertamina.",5,0,0,1,0,1
customer service cepat dalam menanggapai masalah,5,0,1,0,0,0
"Sangat membantu, tp setelah update ramadhan kenapa jd tidak terhubung dengan Link Aja. Saldo di aplikasi menjadi Rp. 0. Padahal di Link Aja masih terdapat saldo. Mohon petunjuk untuk memulihkannya",5,0,0,0,0,1
top up dengan link mudah dan cepat makasih,5,0,0,1,0,0
Setelah diperbarui mau buka pendaftaraan kok gak bisa yaaa,5,0,0,0,-1,0
"Aplikasi da bagus sebenarnya , hanya saja alasan operator SPBU aja yg kadang banyak alasan ky ga mau ngelayanin pake my Pertamina.. kl kita tegasin baru mau ngelayani & bisa transaksi .",5,1,-1,0,0,0
"Yang merasa aplikasi ini ribet, lelet, tidak user friendly, ketahuilah bahwa itu memang ujian demi mendapatkan subsidi. Dan barangkali memang sengaja dibikin seribet mungkin biar kalian semua menyerah dan memilih beli pertamax. Huehehehehe...",5,-1,0,0,0,0
"Aplikasinya bagus, gak cuma bisa liat cara pengisiannya, kalo mau bayar juga bisa pake lini ternyata jadi lebih mudah 👍👍",5,1,0,1,0,0
Harusnya sosialisasi dulu baru launching aplikasi. Keburu nethink dulu warganya. Mana banyak bug. Terkesan buru buru. Lebih profesional lagi dong,5,-1,0,0,0,0
Aplikasi Ini sangat Berguna. Dan Mudah dalam penggunaan. apalagi dengan saldo LinkAja. semua jadi simple dan jadi satu pembayaran. mantappp,5,0,0,1,0,1
"Aplikasi nya sangat membantu, semua jadi serba praktis sekarang.. Semoga semakin banyak fitur2 lainnya ya.. sukses terus my pertamina ☺👍",5,1,0,0,0,1
"Emang harus dari dulu sih pake aplikasi, kayak di luar negeri. Biar ga kelamaan antrinya gegara uang cash.. Apalagi pas uang banyak cash duh repot.. Isi bensin lebih enak skrg tinggal tap tap, tapi agak ngebug sih lemot gitu ya apa karena banyak yg pake skrg?",5,-1,0,1,0,0
Aplikasi sangat bagus. Sangat membantu untuk pembayaran dizaman sekarang yaitu pembayaran digital. Jadi gaperlu takut kalau engga bawa uang cash. Pokoknya cocok buat yang ga ribet-ribet.,5,1,0,1,0,0
"Melalui aplikasi ini membawa banyak kemudahan bagi saya, saat tidak bawa cash saya dapat membayar melalui LINK AJA. Selain itu banyak promo yang bisa di dapatkan. Saya memilih Pertamina sebagai pengisian bahan bakar motor saya, Selain lebih berkualitas pelayanannya juga ramah, Terimakasih My Pertamina.",5,0,1,1,0,1
Kenapa setiap saya scan struk bbk tidak pernah sukses pasti harus masukkan manual...? Trus kalau sudah d masukkan manual pasti kuponnya statusnya kupon belum aktif...?,5,-1,0,-1,0,0
"aplikasi yang sngt membantu untuk saya, karena bisa melihat spbu terdekat apabila saat kondisi darurat misalnya kehabisan bensin saat di jalan:)",5,0,0,0,0,1
"bagus apk nya, tapi seandainya ditambah lagi, jadwal masuk premium dan solar nya di setiap spbu, lebih bagus lagi, jadi ketika mau isi minyak sudah tau jam berapa ada minyak",5,1,0,0,0,0
Aplikasi bagus pelayanan ramah,5,1,1,0,0,0
"dear admin, setelah update aplikasinya, hari ini pas mau upload struknya katanya ""maaf tidak bisa mengakses server, silahkan coba lagi"". sudah beberapa kali dicoba tapi masih seperti itu terus.",5,-1,0,0,0,0
"Aplikasi sangat berguna, mengurangi kemacetan, dan lebih hemat pemakaian, tanpa iklan tanpa depo, pokok nya aplikasi yg sangat keren lah, bintang lima pokok nya, tidak mempersulit masyarakat. BISMILLAH JADI KARYAWAN BUMN😇",5,0,0,0,0,1
"Mempermudah transaksi yaa, apalagi jaman sekarang serba digital,semakin maju dan berkembang baik yaa pelayanan via aplikasinya",5,0,0,1,0,0
Membantu banget ini aplikasi memudahkan kita jika perjalanan gak tau arah kemana 😂 bisa ngerti pom terdekat buat sekedar isi bensin ataupun istirahat .,5,0,0,0,0,1
"Suka banget sama mypertamina, karya anak bangsa yang patut di banggakan. Kalo begini jadi lebih memudahkan buat bayar digital. Tiap make juga mudah banget gak ada kendala sama sekali, aplikasinya juga lancar.",5,1,0,1,0,0
"Keren si udah ada versi aplikasinya dan baru baru banget tau juga. Ini si super duper bermanfaat bgt jadi garibet dan pastinya sangat membantu di aku dan kita semua kalo mo beli bensin trus gapunya cash, MyPertamina udah bisa melakukan pembayaran digital melalui aplikasinya jadi ga repot anti ribet dan se fleksibel itu..huhu mantappoll✨",5,0,0,1,0,1
"fiturnya bagus dan menarik juga, apalagi sekarang serba digitial pembayaran juga mudah dan enak ",5,1,0,1,0,0
"Aplikasi yang bagus dan mudah banget penggunaannya, sangat bermanfaat sekali. Pengguna dimudahkan untuk mengetahui product pertamina, mengetahui SPBU terdekat, mengetahui riwayat pembelian BBM, mengetahui event dan promo dari pertamina dan juga banyak undian berhadiahnya. Mantab.. Sukses.. PERTAMINA.. JAYA..JAYA..JAYA..",5,1,0,0,0,1
"Sangat membantu dan jadi mudah saat beli BBM tanpa harus nyiapin uang tunai, aku biasa pakai Linkaja. Semoga kedepannya bisa ditambah fitur e-walletnya.",5,0,0,1,0,1
sejak update tadi malam tgl 06 Maret 2019 tidak bisa scan struk karena tidak mengakses server padahal wifi lancar pakai yg 50mbps..solusinya bagaimana?,5,-1,0,-1,0,0
"Aku pakai aplikasi my pertamina ini sudah 5 bulan, Alhamdulillah gak pernah ada kendala sih sampai detik ini. Aplikasinya bagus banget registrasinya pun mudah dan gak makan banyak waktu. Top banget deh my pertamina ngebantu aku banget 👍",5,1,0,0,0,0
daftar subsidi sulit dan lama mohn ditindaklanjuti,5,0,0,0,-1,0
habis update lagi walaupun gk bisa baca scan kaya biasanya kita bisa input manual. dr pada versi kemaren gagal terus menjangkau server,5,-1,0,0,0,0
Aku suka sama MyPertamina loyalty program ini. Jadi sebulan bisa tahu seberapa banyak bbm yang kita gunakan. Selain itu masih banyak benefit yang kita dapatkan melalui app ini. Coba download deh. Ngga bakal rugi,5,1,0,0,0,0
Fitur aplikasinya baguss dan bekerja dengan baikk. Ini membantu banget untuk saya yang sering transaksi online. Banyak bonusnya juga disini. Thanks ya,5,1,0,1,0,1
Kok sulit gk masuk gimana caranya buyar cepat.,5,-1,0,0,0,0
"Terima kasih MyPertamina sudah membuat applikasi digital ini. Menguntungkan sekali bagi saya yang selalu kelupaan membawa cash karna di applikasi ini ada transaksi digitalnyaa! Apalagi ada reward poin sehabis pembelian, suka banget. Cinta banget sama My pertamina. Terima kasih!",5,0,0,1,0,0
"aplikasi bagus banget & bermanfaat, fitur""nya pun mudah dipahami dan byk promo n vouchernya jadi tambah semangat lagi buat isi BBM di MyPertamina. Pokoknya recomend bangett deh pake aplikasi ini buat isi BBM, cara pembayarannya pun jg mudah!!",5,1,0,1,0,0
"Nyaman banget pake MyPertamina. Praktis buat bayar-bayar, ngecek pengeluaran bulanan, udah gitu ada loyaltinya lagi. Inilah yg dinamakan aplikasi yg bermanfaat.",5,0,0,1,0,1
"ini kenapa setelah di update tidak bisa upload struk bbm ya... selalu muncul tulisan ""tidak dapat mengakses server"" atau server bermasalah. mohon di perbaiki 😊",5,-1,0,-1,0,0
"Dengan adanya apk my pertamina ini cukup memudahkan pengguna BBM untuk membayar ketika membeli BBM di SPBU. Juga dpt poin di setiap pembelian yg bsa ditukarkan dengan hadiah2 lain. Juga bsa meminimalisir interaksi menggunakan uang cash. Namun tdk semua pertamina menggunakan apk ini, semoga segera disamaratakan.",5,0,0,1,0,1
"kenapa upgrade my pertamina ke versi baru sangatlah sulit, tolong jangan di ganti-ganti terus versinya, karena mempersulit para costumer. terimakasih.",5,-1,0,0,0,0
apk pertamina bisa memberi dampak positif bagi perkembangan digitalisasi di Indonesia kedepannya. Penggunaannya mudah dan lebih simpel karena sudah ada di hp jadi lebih portabel,5,0,0,0,0,1
"kadang banyak subsidi yg gak tepat sasaran contoh kecilnya seperti kendaraan plat merah yg mengisi bahan bakar bersubsidi,semoga kedepannya aplikasi ini menjadi wadah bagi Pertamina untuk mengumpulkan data yg lebih akurat. Cuman katanya ada biaya admin yak,kalo bisa d gratiskan kedepannya mheheh",5,0,0,0,0,0
membantu untuk pembayaran,5,0,0,1,0,0
